File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF242ITR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	dm6	ENCSR711UTK	TF ChIP-seq	/fly-donors/ENCDO995VAO/	EFO:0005836	S2	cell line	Drosophila melanogaster										CTCF-dmelanogaster	DNA						2018-02-05	modENCODE			>200	1, 2	1_1, 2_1							/files/ENCFF402JRM/, /files/ENCFF317WYB/, /files/ENCFF162ADL/	64445	Kevin White, UChicago	12b00aee2c92e8b6e00cba4e740b27cb		https://www.encodeproject.org/files/ENCFF242ITR/@@download/ENCFF242ITR.bed.gz				released	s3://encode-public/2017/12/24/97ec8106-1b48-42ce-bf1d-eeff38b165b0/ENCFF242ITR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/24/97ec8106-1b48-42ce-bf1d-eeff38b165b0/ENCFF242ITR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom dm6	released			
ENCFF173APP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR762PCG	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002190	subcutaneous adipose tissue	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF998ZHM/, /files/ENCFF356LFX/, /files/ENCFF561GXD/	17651	ENCODE Processing Pipeline	97aed2c2407a8513627ba77b996f6089		https://www.encodeproject.org/files/ENCFF173APP/@@download/ENCFF173APP.bed.gz				released	s3://encode-public/2020/09/01/0bbd1a9d-3fc5-47e9-8623-34486eedd997/ENCFF173APP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/0bbd1a9d-3fc5-47e9-8623-34486eedd997/ENCFF173APP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, control low read depth, moderate library complexity, low read depth		
ENCFF300LQE	bigWig	bigWig		signal p-value	GRCh38	ENCSR762PCG	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002190	subcutaneous adipose tissue	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF998ZHM/, /files/ENCFF561GXD/	553652913	ENCODE Processing Pipeline	84472bb5db7f1dd00c5b895d9bbbfae7		https://www.encodeproject.org/files/ENCFF300LQE/@@download/ENCFF300LQE.bigWig				released	s3://encode-public/2020/09/01/bd803d06-c379-4306-8e70-d42f98fa1622/ENCFF300LQE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/bd803d06-c379-4306-8e70-d42f98fa1622/ENCFF300LQE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, control low read depth, moderate library complexity, low read depth		
ENCFF206QWZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR762PCG	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0002190	subcutaneous adipose tissue	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF173APP/	96678	ENCODE Processing Pipeline	e66addf4fc8a89a01b3611454281befa		https://www.encodeproject.org/files/ENCFF206QWZ/@@download/ENCFF206QWZ.bigBed				released	s3://encode-public/2020/09/01/a07c5b28-a344-4791-8b1e-83106fcf2d6c/ENCFF206QWZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/a07c5b28-a344-4791-8b1e-83106fcf2d6c/ENCFF206QWZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, control low read depth, moderate library complexity, low read depth		
ENCFF324KGZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR323POR	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF001TDO/, /files/ENCFF938GUY/	216453	ENCODE Processing Pipeline	050df7ca3f8de8b3dfc73e1dd74b0593		https://www.encodeproject.org/files/ENCFF324KGZ/@@download/ENCFF324KGZ.bed.gz				archived	s3://encode-public/2017/08/11/4a0c5d4f-3b5c-4cce-afc9-6d06de302621/ENCFF324KGZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/4a0c5d4f-3b5c-4cce-afc9-6d06de302621/ENCFF324KGZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	antibody characterized with exemption, low read depth		
ENCFF160VAV	bigWig	bigWig		signal p-value	hg19	ENCSR323POR	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF215LLM/, /files/ENCFF451YVL/	876844914	ENCODE Processing Pipeline	39047b4a4e0f8e08192a17a447700981		https://www.encodeproject.org/files/ENCFF160VAV/@@download/ENCFF160VAV.bigWig				archived	s3://encode-public/2017/08/11/b4a014a3-ba08-4a28-9e22-1fb758cf3de0/ENCFF160VAV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/b4a014a3-ba08-4a28-9e22-1fb758cf3de0/ENCFF160VAV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	antibody characterized with exemption, low read depth		
ENCFF967PQS	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR323POR	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF324KGZ/	435722	ENCODE Processing Pipeline	b8b38d0a889367cabd840c1dbe78d4e9		https://www.encodeproject.org/files/ENCFF967PQS/@@download/ENCFF967PQS.bigBed				archived	s3://encode-public/2017/08/11/87bc25f8-b7e0-4070-a10c-6cae9e07439a/ENCFF967PQS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/87bc25f8-b7e0-4070-a10c-6cae9e07439a/ENCFF967PQS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	antibody characterized with exemption, low read depth		
ENCFF091RFM	bigWig	bigWig		signal p-value	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF117FSA/, /files/ENCFF422FKU/, /files/ENCFF094JDK/	479475307	ENCODE Processing Pipeline	2f9e11ebabb93415ef53c55f5783d2f1		https://www.encodeproject.org/files/ENCFF091RFM/@@download/ENCFF091RFM.bigWig				released	s3://encode-public/2020/10/13/976bc2de-a3ce-48f9-88b6-ced05e65a392/ENCFF091RFM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/976bc2de-a3ce-48f9-88b6-ced05e65a392/ENCFF091RFM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity		
ENCFF907XEG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF117FSA/, /files/ENCFF422FKU/, /files/ENCFF547MET/, /files/ENCFF094JDK/	1206606	ENCODE Processing Pipeline	cd4e3e2745ff4ef7d867567cd1fe3425		https://www.encodeproject.org/files/ENCFF907XEG/@@download/ENCFF907XEG.bed.gz				released	s3://encode-public/2020/10/13/349b4fb5-b74f-486b-9842-676a7fa87e3b/ENCFF907XEG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/349b4fb5-b74f-486b-9842-676a7fa87e3b/ENCFF907XEG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity		
ENCFF693MTU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	mm10	ENCSR104QEN	TF ChIP-seq	/mouse-donors/ENCDO956IXV/	UBERON:0000945	stomach	tissue	Mus musculus										CTCF-mouse	DNA						2016-05-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF907XEG/	2358557	ENCODE Processing Pipeline	6677b9a56b3fe9fb62dd773d6c973299		https://www.encodeproject.org/files/ENCFF693MTU/@@download/ENCFF693MTU.bigBed				released	s3://encode-public/2020/10/13/2a72bf98-0b5c-44fd-be7d-89585f6e7488/ENCFF693MTU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/13/2a72bf98-0b5c-44fd-be7d-89585f6e7488/ENCFF693MTU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 mm10	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity		
ENCFF010RIT	bigWig	bigWig		signal p-value	hg19	ENCSR341VKC	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF822RMX/, /files/ENCFF153PCL/	962035224	ENCODE Processing Pipeline	e24f9c3d54c0cb62e1a37a8c345a8a63		https://www.encodeproject.org/files/ENCFF010RIT/@@download/ENCFF010RIT.bigWig				archived	s3://encode-public/2017/08/11/127fa5de-702a-497d-9c88-f454a0f4709c/ENCFF010RIT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/127fa5de-702a-497d-9c88-f454a0f4709c/ENCFF010RIT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth		
ENCFF554SSW	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR341VKC	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF929YZA/	772481	ENCODE Processing Pipeline	b29606c249b2e09b3fd90b9db3bcc5b0		https://www.encodeproject.org/files/ENCFF554SSW/@@download/ENCFF554SSW.bigBed				archived	s3://encode-public/2017/08/11/ea8e1942-6e0a-4bb2-8fe9-59a9fcd54907/ENCFF554SSW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/ea8e1942-6e0a-4bb2-8fe9-59a9fcd54907/ENCFF554SSW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth		
ENCFF929YZA	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR341VKC	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-07-11	ENCODE			450-650	1	1_1							/files/ENCFF001TDO/, /files/ENCFF016ECE/	415900	ENCODE Processing Pipeline	f1ee1d449310c8e6d54aeda68720765c		https://www.encodeproject.org/files/ENCFF929YZA/@@download/ENCFF929YZA.bed.gz				archived	s3://encode-public/2017/08/11/42f45f02-7dcc-497d-a7eb-b3e46333c75e/ENCFF929YZA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/08/11/42f45f02-7dcc-497d-a7eb-b3e46333c75e/ENCFF929YZA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth		
ENCFF072BUT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR216SIK	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:RAD21'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5885/'], '@type': ['Target', 'Item'], 'label': 'RAD21', 'title': 'RAD21 (Homo sapiens)', 'investigated_as': ['cohesin'], 'uuid': '909133b9-786c-424e-b081-0fe540bda118', 'schema_version': '14', 'name': 'RAD21-human', '@id': '/targets/RAD21-human/', 'status': 'released'}	/genes/17/			CTCF-human	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF907VXE/, /files/ENCFF993UYP/, /files/ENCFF356LFX/	894592	ENCODE Processing Pipeline	a461691aca1969eff4031b76401dd29c		https://www.encodeproject.org/files/ENCFF072BUT/@@download/ENCFF072BUT.bed.gz				released	s3://encode-public/2022/07/20/601eec8b-b5ad-44e5-ac44-f40c3e511394/ENCFF072BUT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/20/601eec8b-b5ad-44e5-ac44-f40c3e511394/ENCFF072BUT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption, missing genetic modification reagents	unreplicated experiment	
ENCFF760QKB	bigWig	bigWig		signal p-value	GRCh38	ENCSR216SIK	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:RAD21'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5885/'], '@type': ['Target', 'Item'], 'label': 'RAD21', 'title': 'RAD21 (Homo sapiens)', 'investigated_as': ['cohesin'], 'uuid': '909133b9-786c-424e-b081-0fe540bda118', 'schema_version': '14', 'name': 'RAD21-human', '@id': '/targets/RAD21-human/', 'status': 'released'}	/genes/17/			CTCF-human	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF907VXE/, /files/ENCFF993UYP/	1206762197	ENCODE Processing Pipeline	052cf708cf1cfc75507a03af23602bad		https://www.encodeproject.org/files/ENCFF760QKB/@@download/ENCFF760QKB.bigWig				released	s3://encode-public/2022/07/20/c1297213-da34-41c5-bd00-72c78629e1e9/ENCFF760QKB.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/07/20/c1297213-da34-41c5-bd00-72c78629e1e9/ENCFF760QKB.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption, missing genetic modification reagents	unreplicated experiment	
ENCFF360PAK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR216SIK	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:RAD21'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5885/'], '@type': ['Target', 'Item'], 'label': 'RAD21', 'title': 'RAD21 (Homo sapiens)', 'investigated_as': ['cohesin'], 'uuid': '909133b9-786c-424e-b081-0fe540bda118', 'schema_version': '14', 'name': 'RAD21-human', '@id': '/targets/RAD21-human/', 'status': 'released'}	/genes/17/			CTCF-human	DNA						2022-07-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF072BUT/	1752679	ENCODE Processing Pipeline	7f8c601200a74b9c7a8f90f3bd2019f7		https://www.encodeproject.org/files/ENCFF360PAK/@@download/ENCFF360PAK.bigBed				released	s3://encode-public/2022/07/20/d9d06b21-9e72-4f4b-8693-bb13ed814a3c/ENCFF360PAK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/07/20/d9d06b21-9e72-4f4b-8693-bb13ed814a3c/ENCFF360PAK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption, missing genetic modification reagents	unreplicated experiment	
ENCFF870ZRR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000VGD	TF ChIP-seq	/human-donors/ENCDO912EIY/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF886EVS/, /files/ENCFF356LFX/, /files/ENCFF736YPZ/	706095	ENCODE Processing Pipeline	f9a8104579f424a2400c0f1d3c8a3535		https://www.encodeproject.org/files/ENCFF870ZRR/@@download/ENCFF870ZRR.bed.gz				released	s3://encode-public/2022/06/06/19408dad-b941-484f-b547-78af0fe4e24f/ENCFF870ZRR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/19408dad-b941-484f-b547-78af0fe4e24f/ENCFF870ZRR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF478LYE	bigWig	bigWig		signal p-value	GRCh38	ENCSR000VGD	TF ChIP-seq	/human-donors/ENCDO912EIY/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF886EVS/, /files/ENCFF736YPZ/	1073440750	ENCODE Processing Pipeline	66729c1dadc73b8bcf2a1c7d82a24a42		https://www.encodeproject.org/files/ENCFF478LYE/@@download/ENCFF478LYE.bigWig				released	s3://encode-public/2022/06/06/6174b961-2919-456e-bd23-cc3e86584ba2/ENCFF478LYE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/6174b961-2919-456e-bd23-cc3e86584ba2/ENCFF478LYE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF523SCB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000VGD	TF ChIP-seq	/human-donors/ENCDO912EIY/	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF870ZRR/	1217082	ENCODE Processing Pipeline	dd1b423b91f64c3ff7892f3f0acf4cdf		https://www.encodeproject.org/files/ENCFF523SCB/@@download/ENCFF523SCB.bigBed				released	s3://encode-public/2022/06/06/1c525584-3ddf-4342-91f4-e73541149868/ENCFF523SCB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/1c525584-3ddf-4342-91f4-e73541149868/ENCFF523SCB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF369RMV	bigWig	bigWig		signal p-value	GRCh38	ENCSR071XWO	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	1	1_1							/files/ENCFF114DNL/, /files/ENCFF577EFO/	1228794230	ENCODE Processing Pipeline	d925f73e2d0291d17e4563b0944cba09		https://www.encodeproject.org/files/ENCFF369RMV/@@download/ENCFF369RMV.bigWig				released	s3://encode-public/2020/09/01/2ecb55f9-e655-4606-812b-15fa3059aaba/ENCFF369RMV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/2ecb55f9-e655-4606-812b-15fa3059aaba/ENCFF369RMV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF375JPE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR071XWO	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	1	1_1							/files/ENCFF577EFO/, /files/ENCFF114DNL/, /files/ENCFF356LFX/	458924	ENCODE Processing Pipeline	7969e7a7018b6eb4d9d5f6266eee7bca		https://www.encodeproject.org/files/ENCFF375JPE/@@download/ENCFF375JPE.bed.gz				released	s3://encode-public/2020/09/01/103217ef-516e-400e-9666-75b9485ad1df/ENCFF375JPE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/103217ef-516e-400e-9666-75b9485ad1df/ENCFF375JPE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF291LAG	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR071XWO	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens										CTCF-human	DNA						2016-12-13	ENCODE			450-650	1	1_1							/files/ENCFF375JPE/	1010752	ENCODE Processing Pipeline	3574b0310c62cc93deb6b87b0e24b1f3		https://www.encodeproject.org/files/ENCFF291LAG/@@download/ENCFF291LAG.bigBed				released	s3://encode-public/2020/09/01/623a2031-9cbf-450e-9975-eefebad11c7d/ENCFF291LAG.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/623a2031-9cbf-450e-9975-eefebad11c7d/ENCFF291LAG.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption		
ENCFF203RMD	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DWH	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF623IZG/, /files/ENCFF806IOU/, /files/ENCFF340FIT/	737952512	ENCODE Processing Pipeline	5deef409098be12f5e8d75ea9885110b		https://www.encodeproject.org/files/ENCFF203RMD/@@download/ENCFF203RMD.bigWig				released	s3://encode-public/2020/09/25/466ef824-00a6-491b-9b2f-2beac69a0b87/ENCFF203RMD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/466ef824-00a6-491b-9b2f-2beac69a0b87/ENCFF203RMD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth		
ENCFF948CYD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DWH	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF623IZG/, /files/ENCFF806IOU/, /files/ENCFF356LFX/, /files/ENCFF340FIT/	1016772	ENCODE Processing Pipeline	3c49037e4ae2107d3e151e5c7be8f6f7		https://www.encodeproject.org/files/ENCFF948CYD/@@download/ENCFF948CYD.bed.gz				released	s3://encode-public/2020/09/25/1f7cf02b-5de1-4e46-8cb6-0d2c5db4b702/ENCFF948CYD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/25/1f7cf02b-5de1-4e46-8cb6-0d2c5db4b702/ENCFF948CYD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth		
